wavelength_nm,m11,m12,m13,m14,m21,m22,m23,m24,m31,m32,m33,m34,m41,m42,m43,m44,M00_transmission
415.14078,1.0,-0.012580352955432328,0.009646703392286378,0.02573236556460415,0.003734845474509865,0.03729643940088958,0.6156256546079479,-0.7778719963163148,0.007223097919992492,0.7013952739193702,0.623118008893131,0.5389913773883074,-0.006389546192426366,0.7753036894064249,-0.4998223003919603,-0.31531501614032875,0.804192403701818
415.63559,1.0,-0.026169711021737062,-0.01914150086793085,0.017542375277884638,0.0170814334890834,0.01954048228040039,0.5857647378483165,-0.8473506935970606,0.02230065334162926,0.6857153905828152,0.6624682903697379,0.4874903208129691,0.013152031638593019,0.8222452813816262,-0.5268669206257224,-0.3694390163423691,0.8214066288502545
416.13031,1.0,-0.011066918602725703,0.008652664889510695,0.00028528627153942896,0.03521136286786229,-0.031043403872960246,0.5615947354622058,-0.853967389287433,0.021886909498208575,0.7296622274319422,0.6663759254923065,0.5093836593992697,-0.010868841667730382,0.9370385651296227,-0.5664244043937012,-0.392618996391742,0.814681001282344
416.62491,1.0,-0.01829586839207359,0.039894810228020036,-0.0053755705108344005,0.009839299030432784,0.024993041449444284,0.6511249159473361,-0.8620457350853498,0.011955683438742358,0.6736345692292368,0.6662539525831481,0.5362195971355822,-0.011000282774015623,0.8299139928829271,-0.5463164151725438,-0.3910874567828352,0.8108004120446188
417.11938,1.0,-0.019987447219588648,0.03882597079755411,0.00041541912202046517,-0.010412752806500543,0.020512672767449294,0.7147002833632194,-0.8522145931551522,0.010654444685263373,0.6358419246446082,0.6452968175322923,0.5113361834038727,0.01571741046983085,0.774272335517337,-0.627284314288913,-0.49501256628131163,0.8238356561668237
417.6138,1.0,-0.00834434612180457,-0.01815568116783224,-0.0044561926068385,-0.013059683615888556,0.010847336193938547,0.6847756692482191,-0.8965196965495281,0.015418717018652443,0.6629579054876471,0.6763561097228553,0.5703967387995187,-0.005333284241068065,0.803093130311237,-0.5573917742213824,-0.5622642647300204,0.8265380030100988
418.10806,1.0,-0.0348801031223593,-0.013588040068628446,-0.0035436951207687404,-0.016799409297126283,0.0782046099621602,0.646683447442206,-0.9004304768304863,0.018680686861837253,0.6964148605507329,0.6938278022152465,0.566369812502145,0.016113892928302113,0.8444944681875954,-0.5288794433174675,-0.4786887394587126,0.820983256680336
418.60226,1.0,0.0003245879772377153,0.015073207754510806,0.017549734853452337,-0.008254708137183125,0.07045156737646513,0.628326272346873,-0.8546103491029692,0.011275091871779967,0.6777401582410795,0.6288569274188504,0.48679131476296705,0.01707431460885492,0.8040343971707863,-0.5466018763941702,-0.4228836469419867,0.8238248464193072
419.09634,1.0,0.005210650237230815,0.0039165823508840346,0.01647723375149671,-0.00823878653387974,-0.006934993627791318,0.6580238828234605,-0.8242733857174762,0.010063506953402494,0.7242183252101047,0.557714956706144,0.49472580048516945,0.022214331961844472,0.7349458835264285,-0.5197863330369104,-0.3793195843881649,0.8374879697986225
419.5903,1.0,-0.005888713312724333,-0.0006632906974438086,0.009146919565176341,-0.01488771268738833,0.02528323726643984,0.6656566925379078,-0.7929629385936292,-0.015469014563799425,0.7487472109548602,0.5640607127024025,0.4891915373297675,0.016804586811696668,0.7242269217123525,-0.4630938808150914,-0.44423317402964785,0.8385486312217751
